tripId, taxiId, PU_timeStamp, PU_lat, PU_long, DO_timeStamp, DO_lat, DO_long
47,7,19700101 03:00:19,25.106313300000004,55.377069899999995,19700101 03:18:20,25.102791599999996,55.3753021
49,6,19700101 03:02:32,25.107804800000004,55.38917180000001,19700101 03:19:43,25.1083485,55.37862930000001
45,3,19700101 02:55:17,25.1035362,55.38115689999999,19700101 03:22:40,25.103959600000007,55.3719611
54,8,19700101 03:13:51,25.107658899999997,55.3859266,19700101 03:23:50,25.11144190000001,55.38429430000001
55,2,19700101 03:14:16,25.1027812,55.38161490000001,19700101 03:26:15,25.104844299999993,55.3816741
50,1,19700101 03:02:34,25.101345899999995,55.3819782,19700101 03:27:28,25.107906900000007,55.37654620000001
53,9,19700101 03:13:29,25.103175500000003,55.3790364,19700101 03:28:30,25.099046099999995,55.3827827
51,5,19700101 03:10:21,25.110025699999994,55.3843552,19700101 03:34:30,25.100566200000003,55.3825765
52,0,19700101 03:11:27,25.105042099999995,55.3721727,19700101 03:36:34,25.102095599999995,55.381674000000004
56,4,19700101 03:14:30,25.108028300000008,55.3853658,19700101 03:36:58,25.108585800000004,55.3684995
65,5,19700101 03:39:15,25.100584700000002,55.38260429999999,19700101 03:40:15,25.100584700000002,55.38260429999999
57,7,19700101 03:19:21,25.102791599999996,55.3753021,19700101 03:41:22,25.099543400000005,55.38345940000001
60,8,19700101 03:25:19,25.1114893,55.38540420000001,19700101 03:43:18,25.1112678,55.3717764
62,1,19700101 03:28:29,25.107906900000007,55.37654620000001,19700101 03:44:04,25.103167,55.392532
58,6,19700101 03:20:44,25.1083485,55.37862930000001,19700101 03:46:17,25.101439399999997,55.369737300000004
59,3,19700101 03:24:06,25.1039919,55.3713611,19700101 03:47:00,25.1087424,55.3820364
70,1,19700101 03:45:05,25.103167,55.392532,19700101 03:50:35,25.107747400000004,55.3859922
61,2,19700101 03:27:16,25.104844299999993,55.3816741,19700101 03:51:02,25.10487079999999,55.3775968
63,0,19700101 03:37:35,25.102095599999995,55.381674000000004,19700101 03:57:31,25.1088353,55.3828853
64,4,19700101 03:38:21,25.108438600000003,55.3677255,19700101 03:59:52,25.111453199999996,55.3796836
69,8,19700101 03:44:19,25.1112678,55.3717764,19700101 04:03:02,25.105959400000007,55.3789587
71,6,19700101 03:47:18,25.101439399999997,55.369737300000004,19700101 04:10:05,25.096881200000002,55.3831811
68,7,19700101 03:42:23,25.099543400000005,55.38345940000001,19700101 04:10:20,25.10487079999999,55.3775968
67,9,19700101 03:41:56,25.099212,55.3837361,19700101 04:11:59,25.10810620000001,55.36808020000001
66,5,19700101 03:41:16,25.100584700000002,55.38260429999999,19700101 04:13:21,25.100410999999998,55.36789730000001
79,5,19700101 04:14:22,25.100410999999998,55.36789730000001,19700101 04:17:00,25.10302240000001,55.3721304
73,2,19700101 03:52:03,25.10487079999999,55.3775968,19700101 04:18:10,25.106313300000004,55.377069899999995
74,3,19700101 03:54:44,25.108708799999995,55.38245190000001,19700101 04:18:31,25.101300399999996,55.3741434
72,1,19700101 03:51:36,25.107747400000004,55.3859922,19700101 04:22:18,25.106485400000004,55.3691841
75,4,19700101 04:00:57,25.111580999999997,55.37983379999999,19700101 04:22:32,25.109499199999995,55.37102050000001
76,0,19700101 04:01:15,25.1089133,55.3828066,19700101 04:27:07,25.104844299999993,55.3816741
85,4,19700101 04:24:33,25.109592300000003,55.3711581,19700101 04:27:07,25.108849100000004,55.3710777
80,9,19700101 04:16:09,25.1080129,55.3680883,19700101 04:28:31,25.105868199999996,55.38252760000001
81,5,19700101 04:18:01,25.10302240000001,55.3721304,19700101 04:29:19,25.105273700000012,55.37544439999999
77,8,19700101 04:04:03,25.105959400000007,55.3789587,19700101 04:29:24,25.106706000000003,55.3893878
86,6,19700101 04:24:39,25.0966691,55.3849867,19700101 04:29:45,25.102095599999995,55.381674000000004
83,3,19700101 04:19:32,25.101300399999996,55.3741434,19700101 04:30:43,25.099949900000006,55.3785148
88,4,19700101 04:28:08,25.108849100000004,55.3710777,19700101 04:32:07,25.108438600000003,55.3677255
78,7,19700101 04:11:21,25.10487079999999,55.3775968,19700101 04:32:41,25.104827299999993,55.3822398
92,6,19700101 04:30:46,25.102095599999995,55.381674000000004,19700101 04:33:31,25.105000200000003,55.3824443
89,9,19700101 04:29:32,25.105868199999996,55.38252760000001,19700101 04:37:01,25.106286099999995,55.38225560000001
94,4,19700101 04:33:08,25.108438600000003,55.3677255,19700101 04:38:58,25.110995299999995,55.3718474
90,5,19700101 04:30:20,25.105273700000012,55.37544439999999,19700101 04:42:21,25.0982403,55.38166499999999
82,2,19700101 04:19:11,25.106313300000004,55.377069899999995,19700101 04:45:27,25.101255899999998,55.391057
96,6,19700101 04:34:32,25.105000200000003,55.3824443,19700101 04:51:55,25.1086963,55.3764644
87,0,19700101 04:28:08,25.104844299999993,55.3816741,19700101 04:52:42,25.104598500000012,55.375294200000006
84,1,19700101 04:23:19,25.106485400000004,55.3691841,19700101 04:53:04,25.1072952,55.3810056
93,3,19700101 04:31:44,25.099949900000006,55.3785148,19700101 04:58:57,25.102762500000004,55.37963390000001
95,7,19700101 04:33:42,25.104827299999993,55.3822398,19700101 04:59:31,25.1040787,55.375294200000006
91,8,19700101 04:30:25,25.106706000000003,55.3893878,19700101 05:07:30,25.097800300000003,55.3736069
97,9,19700101 04:38:02,25.106286099999995,55.38225560000001,19700101 05:07:45,25.097800300000003,55.3736069
99,4,19700101 04:44:16,25.110901799999997,55.3724111,19700101 05:08:09,25.1030246,55.3812004
102,0,19700101 04:53:43,25.104598500000012,55.375294200000006,19700101 05:12:15,25.107059100000008,55.38511129999999
98,5,19700101 04:43:25,25.098365499999996,55.381352500000006,19700101 05:14:08,25.106949600000007,55.3754176
100,2,19700101 04:46:28,25.101255899999998,55.391057,19700101 05:14:25,25.0994422,55.3713512
101,6,19700101 04:53:02,25.10851910000001,55.3763205,19700101 05:15:00,25.10443430000001,55.381959900000005
105,7,19700101 05:00:32,25.1040787,55.375294200000006,19700101 05:15:31,25.1129263,55.38450749999999
103,1,19700101 04:54:05,25.1072952,55.3810056,19700101 05:15:56,25.10487079999999,55.3775968
110,5,19700101 05:15:09,25.106949600000007,55.3754176,19700101 05:17:48,25.1036654,55.37537350000001
104,3,19700101 04:59:58,25.102762500000004,55.37963390000001,19700101 05:20:48,25.1123496,55.3855511
109,0,19700101 05:13:16,25.107059100000008,55.38511129999999,19700101 05:29:04,25.10918649999999,55.377304699999996
107,8,19700101 05:09:17,25.097527200000002,55.371812,19700101 05:35:23,25.104827299999993,55.3822398
116,0,19700101 05:34:56,25.109244800000003,55.37739129999999,19700101 05:37:03,25.110275800000004,55.380876199999996
115,3,19700101 05:21:52,25.112253,55.38549119999999,19700101 05:40:45,25.104253,55.3967224
106,4,19700101 05:09:10,25.1030246,55.3812004,19700101 05:41:53,25.097456300000005,55.383677999999996
111,6,19700101 05:16:01,25.10443430000001,55.381959900000005,19700101 05:43:13,25.104511300000002,55.370924800000004
118,0,19700101 05:38:04,25.110275800000004,55.380876199999996,19700101 05:43:40,25.105959400000007,55.3789587
120,6,19700101 05:44:14,25.104511300000002,55.370924800000004,19700101 05:45:14,25.104511300000002,55.370924800000004
112,7,19700101 05:16:39,25.112726200000008,55.38431520000001,19700101 05:46:36,25.103183399999995,55.3678813
113,1,19700101 05:16:57,25.10487079999999,55.3775968,19700101 05:52:18,25.1032494,55.371998999999995
114,5,19700101 05:18:49,25.1036654,55.37537350000001,19700101 05:58:22,25.099949900000006,55.3785148
123,3,19700101 05:46:50,25.1042519,55.3964789,19700101 06:00:49,25.11168869999999,55.3813781
108,9,19700101 05:12:04,25.0967745,55.37195669999999,19700101 06:03:06,25.10001180000001,55.3655216
117,8,19700101 05:36:24,25.104827299999993,55.3822398,19700101 06:04:01,25.10381990000001,55.371894
124,7,19700101 05:47:37,25.103183399999995,55.3678813,19700101 06:13:05,25.110598699999997,55.3780905
119,4,19700101 05:42:54,25.097456300000005,55.383677999999996,19700101 06:14:51,25.1025638,55.37598770000001
126,1,19700101 05:53:19,25.1032494,55.371998999999995,19700101 06:15:15,25.100968,55.3905343
130,8,19700101 06:05:02,25.10381990000001,55.371894,19700101 06:15:54,25.1055263,55.3755249
122,6,19700101 05:46:15,25.104511300000002,55.370924800000004,19700101 06:16:41,25.107215700000005,55.37783949999999
128,3,19700101 06:02:17,25.1115622,55.3821604,19700101 06:16:52,25.103805400000006,55.3919701
121,0,19700101 05:44:41,25.105959400000007,55.3789587,19700101 06:19:56,25.1041511,55.3814394
125,2,19700101 05:52:27,25.099672899999998,55.3716624,19700101 06:27:22,25.1006385,55.3731657
137,0,19700101 06:20:57,25.1041511,55.3814394,19700101 06:27:50,25.103805400000006,55.3919701
134,8,19700101 06:16:55,25.1055263,55.3755249,19700101 06:34:23,25.10487079999999,55.3775968
131,7,19700101 06:14:06,25.110598699999997,55.3780905,19700101 06:35:43,25.103096700000002,55.3816988
129,9,19700101 06:04:13,25.0998397,55.3655615,19700101 06:38:36,25.1029843,55.3756761
138,2,19700101 06:28:23,25.1006385,55.3731657,19700101 06:38:59,25.0996591,55.3775218
135,6,19700101 06:17:44,25.107178599999997,55.3781919,19700101 06:39:35,25.10443430000001,55.381959900000005
132,4,19700101 06:15:52,25.1025638,55.37598770000001,19700101 06:44:33,25.1063252,55.369501699999994
133,1,19700101 06:16:16,25.100968,55.3905343,19700101 06:45:32,25.099703600000005,55.3659077
136,3,19700101 06:17:53,25.103805400000006,55.3919701,19700101 06:45:49,25.1019723,55.3797083
127,5,19700101 05:59:23,25.099949900000006,55.3785148,19700101 06:46:55,25.1055263,55.3755249
140,8,19700101 06:35:24,25.10487079999999,55.3775968,19700101 06:53:50,25.100388300000002,55.389776
145,4,19700101 06:45:34,25.1063252,55.369501699999994,19700101 06:55:01,25.104924,55.375337099999996
147,3,19700101 06:46:50,25.1019723,55.3797083,19700101 06:57:39,25.104285000000008,55.396533999999996
148,5,19700101 06:47:56,25.1055263,55.3755249,19700101 06:58:20,25.1035764,55.3921933
149,4,19700101 06:56:02,25.104924,55.375337099999996,19700101 07:00:27,25.104844299999993,55.3816741
139,0,19700101 06:28:51,25.103805400000006,55.3919701,19700101 07:06:40,25.099081000000005,55.37800539999999
144,6,19700101 06:40:36,25.10443430000001,55.381959900000005,19700101 07:07:04,25.1071332,55.3701228
141,7,19700101 06:36:44,25.103096700000002,55.3816988,19700101 07:07:23,25.099555700000003,55.3727017
152,8,19700101 07:03:56,25.100506699999997,55.3896968,19700101 07:09:49,25.104253,55.3967224
156,7,19700101 07:08:24,25.099555700000003,55.3727017,19700101 07:11:37,25.099944500000007,55.38137009999999
142,9,19700101 06:39:37,25.1029843,55.3756761,19700101 07:14:24,25.107063600000004,55.3654667
158,9,19700101 07:15:29,25.106938499999995,55.3655328,19700101 07:18:00,25.104503900000008,55.3644224
146,1,19700101 06:46:49,25.0997928,55.365553999999996,19700101 07:20:50,25.1036654,55.37537350000001
153,3,19700101 07:05:24,25.1039768,55.396296899999996,19700101 07:24:18,25.107715,55.38169340000001
150,5,19700101 06:59:21,25.1035764,55.3921933,19700101 07:24:49,25.10487079999999,55.3775968
151,4,19700101 07:01:28,25.104844299999993,55.3816741,19700101 07:25:42,25.105273700000012,55.37544439999999
162,3,19700101 07:25:19,25.107715,55.38169340000001,19700101 07:27:01,25.107215700000005,55.37783949999999
155,6,19700101 07:08:05,25.1071332,55.3701228,19700101 07:28:20,25.099860800000002,55.388516
143,2,19700101 06:40:00,25.0996591,55.3775218,19700101 07:30:52,25.1036545,55.3686922
157,7,19700101 07:12:38,25.099944500000007,55.38137009999999,19700101 07:36:17,25.106706000000003,55.3893878
164,4,19700101 07:26:43,25.105273700000012,55.37544439999999,19700101 07:37:17,25.1080129,55.3680883
160,1,19700101 07:21:51,25.1036654,55.37537350000001,19700101 07:37:31,25.103140400000004,55.3817061
159,9,19700101 07:19:01,25.104503900000008,55.3644224,19700101 07:42:26,25.109738800000002,55.387215
169,4,19700101 07:38:18,25.1080129,55.3680883,19700101 07:45:55,25.0998397,55.3655615
154,0,19700101 07:07:41,25.099081000000005,55.37800539999999,19700101 07:47:18,25.101232199999995,55.382018
161,8,19700101 07:22:37,25.1039768,55.396296899999996,19700101 07:51:16,25.106831999999997,55.37299560000001
165,3,19700101 07:28:02,25.107215700000005,55.37783949999999,19700101 07:53:09,25.101300399999996,55.3741434
170,1,19700101 07:38:32,25.103140400000004,55.3817061,19700101 07:57:46,25.107316100000002,55.38448400000001
172,8,19700101 07:52:17,25.106831999999997,55.37299560000001,19700101 07:58:25,25.102436899999994,55.3657647
166,6,19700101 07:31:29,25.099690800000005,55.3885008,19700101 07:58:42,25.106949600000007,55.3754176
163,5,19700101 07:25:50,25.10487079999999,55.3775968,19700101 08:01:14,25.100093200000014,55.378309
167,2,19700101 07:31:53,25.1036545,55.3686922,19700101 08:02:17,25.102762500000004,55.37963390000001
168,7,19700101 07:37:18,25.106706000000003,55.3893878,19700101 08:02:21,25.105705199999996,55.37198510000001
176,8,19700101 07:59:26,25.102436899999994,55.3657647,19700101 08:03:16,25.103161999999994,55.3720714
171,9,19700101 07:45:41,25.109692999999993,55.3867116,19700101 08:08:18,25.101439399999997,55.369737300000004
181,8,19700101 08:04:17,25.103161999999994,55.3720714,19700101 08:08:46,25.107982799999995,55.37188559999999
174,3,19700101 07:54:10,25.101300399999996,55.3741434,19700101 08:09:38,25.105273700000012,55.37544439999999
177,6,19700101 07:59:43,25.106949600000007,55.3754176,19700101 08:11:16,25.108254099999986,55.3717723
183,3,19700101 08:10:39,25.105273700000012,55.37544439999999,19700101 08:19:53,25.103853600000004,55.368826899999995
175,1,19700101 07:58:47,25.107316100000002,55.38448400000001,19700101 08:22:43,25.1033561,55.3754754
180,7,19700101 08:03:22,25.105705199999996,55.37198510000001,19700101 08:25:46,25.107614399999996,55.3755354
179,2,19700101 08:03:18,25.102762500000004,55.37963390000001,19700101 08:25:53,25.1008145,55.3749561
184,6,19700101 08:12:17,25.108254099999986,55.3717723,19700101 08:31:20,25.100968,55.3905343
173,0,19700101 07:52:58,25.101237300000005,55.3820745,19700101 08:31:21,25.097458999999997,55.381373
185,8,19700101 08:13:45,25.1080766,55.3719677,19700101 08:33:25,25.106313300000004,55.377069899999995
182,9,19700101 08:09:19,25.101439399999997,55.369737300000004,19700101 08:41:35,25.1082452,55.3818929
189,7,19700101 08:26:47,25.107614399999996,55.3755354,19700101 08:41:40,25.107300100000003,55.37524380000001
187,1,19700101 08:23:44,25.1033561,55.3754754,19700101 08:43:12,25.108361400000003,55.3794749
186,3,19700101 08:20:54,25.103853600000004,55.368826899999995,19700101 08:46:48,25.1086246,55.3781313
191,6,19700101 08:32:21,25.100968,55.3905343,19700101 08:47:20,25.105880600000003,55.38039330000001
178,5,19700101 08:02:15,25.100093200000014,55.378309,19700101 08:47:26,25.108361400000003,55.3794749
199,5,19700101 08:48:27,25.108361400000003,55.3794749,19700101 08:50:34,25.1072952,55.3810056
195,7,19700101 08:42:41,25.107300100000003,55.37524380000001,19700101 08:51:56,25.106929499999996,55.38920960000001
193,8,19700101 08:34:26,25.106313300000004,55.377069899999995,19700101 08:53:36,25.104136800000006,55.3720106
192,0,19700101 08:32:22,25.097458999999997,55.381373,19700101 09:00:44,25.0988834,55.39214320000001
190,2,19700101 08:26:54,25.1008145,55.3749561,19700101 09:01:55,25.108999500000003,55.3832767
194,9,19700101 08:42:36,25.1082452,55.3818929,19700101 09:04:18,25.10582789999999,55.3834486
202,8,19700101 08:54:37,25.104136800000006,55.3720106,19700101 09:05:36,25.104924,55.375337099999996
196,1,19700101 08:44:13,25.108361400000003,55.3794749,19700101 09:08:14,25.1037393,55.3686383
188,4,19700101 08:23:49,25.099989900000008,55.36596010000001,19700101 09:08:43,25.107540199999992,55.37702829999999
197,3,19700101 08:47:54,25.108765099999992,55.3778828,19700101 09:10:30,25.105773999999997,55.37556240000001
205,2,19700101 09:05:26,25.1090831,55.3832039,19700101 09:14:05,25.1072952,55.3810056
209,3,19700101 09:11:31,25.105773999999997,55.37556240000001,19700101 09:15:42,25.1035362,55.38115689999999
200,5,19700101 08:51:35,25.1072952,55.3810056,19700101 09:16:29,25.104136800000006,55.3720106
198,6,19700101 08:48:21,25.105880600000003,55.38039330000001,19700101 09:16:40,25.096291999999995,55.3778206
206,8,19700101 09:06:37,25.104924,55.375337099999996,19700101 09:17:07,25.107612899999996,55.394884899999994
203,0,19700101 09:01:45,25.0988834,55.39214320000001,19700101 09:26:40,25.10918649999999,55.377304699999996
207,1,19700101 09:09:15,25.1037393,55.3686383,19700101 09:26:41,25.106230699999998,55.382968
201,7,19700101 08:52:57,25.106929499999996,55.38920960000001,19700101 09:28:14,25.0991478,55.3818788
211,3,19700101 09:16:43,25.1035362,55.38115689999999,19700101 09:31:31,25.105900199999997,55.3981618
204,9,19700101 09:05:19,25.10582789999999,55.3834486,19700101 09:32:51,25.1035362,55.38115689999999
216,1,19700101 09:27:42,25.106230699999998,55.382968,19700101 09:35:09,25.100968,55.3905343
218,9,19700101 09:33:52,25.1035362,55.38115689999999,19700101 09:35:49,25.105434799999994,55.3820839
212,5,19700101 09:17:30,25.104136800000006,55.3720106,19700101 09:38:55,25.106286099999995,55.38225560000001
210,2,19700101 09:15:06,25.1072952,55.3810056,19700101 09:41:20,25.101159399999997,55.3666654
208,4,19700101 09:09:44,25.107540199999992,55.37702829999999,19700101 09:41:48,25.10462600000001,55.3643577
214,8,19700101 09:18:49,25.107627600000004,55.39364239999999,19700101 09:47:36,25.10237799999999,55.37136350000001
223,4,19700101 09:42:49,25.10462600000001,55.3643577,19700101 09:49:07,25.1072898,55.37026759999999
213,6,19700101 09:17:41,25.096291999999995,55.3778206,19700101 09:49:52,25.106111800000004,55.393441800000005
215,0,19700101 09:27:41,25.10918649999999,55.377304699999996,19700101 09:50:51,25.1039284,55.3752351
221,5,19700101 09:39:56,25.106286099999995,55.38225560000001,19700101 10:01:19,25.100770500000003,55.3669656
220,9,19700101 09:36:50,25.105434799999994,55.3820839,19700101 10:02:08,25.1025638,55.37598770000001
217,3,19700101 09:32:35,25.106011599999995,55.39822610000001,19700101 10:02:31,25.0991988,55.3661795
227,0,19700101 09:51:52,25.1039284,55.3752351,19700101 10:08:05,25.106949600000007,55.3754176
219,1,19700101 09:36:10,25.100968,55.3905343,19700101 10:08:28,25.107880799999997,55.3659581
224,8,19700101 09:48:37,25.10237799999999,55.37136350000001,19700101 10:09:37,25.10353049999999,55.392231300000006
225,4,19700101 09:50:08,25.1072898,55.37026759999999,19700101 10:10:45,25.1010416,55.3822122
232,0,19700101 10:09:06,25.106949600000007,55.3754176,19700101 10:12:22,25.102791599999996,55.3753021
228,7,19700101 09:56:49,25.0991552,55.382160000000006,19700101 10:13:42,25.104844299999993,55.3816741
230,9,19700101 10:03:09,25.1025638,55.37598770000001,19700101 10:17:00,25.1010617,55.3822464
237,7,19700101 10:14:43,25.104844299999993,55.3816741,19700101 10:22:43,25.106286099999995,55.38225560000001
233,1,19700101 10:09:29,25.107880799999997,55.3659581,19700101 10:22:46,25.104598500000012,55.375294200000006
235,4,19700101 10:11:46,25.1010416,55.3822122,19700101 10:24:10,25.104873499999997,55.3910294
222,2,19700101 09:42:21,25.101159399999997,55.3666654,19700101 10:26:59,25.109466600000005,55.38380610000001
226,6,19700101 09:50:53,25.106111800000004,55.393441800000005,19700101 10:29:01,25.0996441,55.3747576
229,5,19700101 10:02:20,25.100770500000003,55.3669656,19700101 10:36:16,25.1029843,55.3756761
234,8,19700101 10:10:38,25.10353049999999,55.392231300000006,19700101 10:36:56,25.104598500000012,55.375294200000006
240,1,19700101 10:23:47,25.104598500000012,55.375294200000006,19700101 10:38:08,25.1102473,55.378540400000006
236,0,19700101 10:13:23,25.102791599999996,55.3753021,19700101 10:43:03,25.111872299999995,55.37877530000001
246,1,19700101 10:39:09,25.1102473,55.378540400000006,19700101 10:43:31,25.108666399999997,55.3812898
239,7,19700101 10:23:44,25.106286099999995,55.38225560000001,19700101 10:43:33,25.104136800000006,55.3720106
231,3,19700101 10:03:32,25.0991988,55.3661795,19700101 10:45:56,25.110911000000012,55.39101350000001
247,1,19700101 10:44:32,25.108666399999997,55.3812898,19700101 10:51:06,25.107365100000006,55.3841006
242,2,19700101 10:28:00,25.109466600000005,55.38380610000001,19700101 10:51:51,25.112208099999997,55.3692961
245,8,19700101 10:37:57,25.104598500000012,55.375294200000006,19700101 10:53:19,25.101865400000005,55.3817376
241,4,19700101 10:25:11,25.104873499999997,55.3910294,19700101 10:54:29,25.100770500000003,55.3669656
244,5,19700101 10:37:17,25.1029843,55.3756761,19700101 10:57:35,25.1074237,55.3812816
238,9,19700101 10:18:01,25.1010617,55.3822464,19700101 10:59:25,25.097648399999997,55.3757204
253,2,19700101 10:54:27,25.112522200000004,55.370904900000006,19700101 11:02:33,25.100770500000003,55.3669656
252,8,19700101 10:54:20,25.101865400000005,55.3817376,19700101 11:05:45,25.110203099999993,55.384486
248,7,19700101 10:44:34,25.104136800000006,55.3720106,19700101 11:08:28,25.099212,55.3837361
257,8,19700101 11:06:46,25.110203099999993,55.384486,19700101 11:09:57,25.109814100000005,55.3781704
249,0,19700101 10:45:49,25.111763899999996,55.37913240000001,19700101 11:15:55,25.101174,55.378797
250,3,19700101 10:46:57,25.110911000000012,55.39101350000001,19700101 11:20:11,25.1073617,55.36182490000001
251,1,19700101 10:52:07,25.107365100000006,55.3841006,19700101 11:23:12,25.0955777,55.373506600000006
243,6,19700101 10:30:02,25.0996441,55.3747576,19700101 11:23:38,25.106644899999996,55.3645
255,5,19700101 10:58:36,25.1074237,55.3812816,19700101 11:33:05,25.099189400000004,55.37434799999999
254,4,19700101 10:55:30,25.100770500000003,55.3669656,19700101 11:34:18,25.1089664,55.38736029999999
259,8,19700101 11:10:58,25.109814100000005,55.3781704,19700101 11:35:02,25.1020751,55.37505
258,7,19700101 11:09:29,25.099212,55.3837361,19700101 11:37:38,25.10487079999999,55.3775968
266,4,19700101 11:37:29,25.1091089,55.3876617,19700101 11:43:28,25.111087300000005,55.3855896
261,3,19700101 11:21:28,25.1069405,55.36080669999999,19700101 11:44:59,25.105880600000003,55.38039330000001
256,9,19700101 11:00:26,25.097648399999997,55.3757204,19700101 11:47:53,25.10237799999999,55.37136350000001
262,6,19700101 11:24:39,25.106644899999996,55.3645,19700101 11:49:58,25.0979,55.373572
260,0,19700101 11:16:56,25.101174,55.378797,19700101 11:50:43,25.102791599999996,55.3753021
265,8,19700101 11:36:03,25.1020751,55.37505,19700101 11:59:14,25.113566000000002,55.3705474
269,4,19700101 11:44:29,25.111087300000005,55.3855896,19700101 12:02:57,25.102698499999992,55.3815958
263,5,19700101 11:34:06,25.099189400000004,55.37434799999999,19700101 12:04:10,25.105000200000003,55.3824443
